ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Nombre del atributo 3,Valor(es) del atributo 3,Atributo visible 3,Atributo global 3,Nombre del atributo 4,Valor(es) del atributo 4,Atributo visible 4,Atributo global 4
,,70010910,FALDA P/DESHEBRAR ,1,0,visible,FALDA para DESHEBRAR  calidad Estandar Nacional.\nMarca: Rancho del Norte\nPeso Aproximado 2 kg.\n1 pieza,"La Falda para Deshebrar marca Rancho d el Norte, calidad Standard nacional, es ideal para preparar un platillo con carne que sea suave y de calidad, es fácil de cocinar porque es ideal para cocer y le da un sabor muy consistente y delicioso a tus platillos. La pieza pesa aproximadamente 2 kilos.",,,none,tasa-cero,1,,,0,0,,,,,0,,,$366,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70010910.jpg, http://localhost/meatindeed/wp-content/uploads/70010910-2.jpg, http://localhost/meatindeed/wp-content/uploads/70010910-3.jpg",,,,,,,,,,Peso aprox.,2 Kg,1,0,Calidad, ESTANDAR NACIONAL ,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,1,1,1
,,70010306,COWBOY 18 OZ PREMIUM  ,1,0,visible,COWBOY  calidad Premium.\nMarca: Rancho del Norte\nPeso Aproximado 510 g.\n2 piezas por pedido,"El Cowboy marca Vigar, calidad Choise, consiste en un corte redondo y grueso que se extrae del  costillar de res. El hueso de la costilla es recortado por lo que queda mucho más corto que el de un Tomahawk. Es un  corte grande que permite mantener la jugosidad de la carne y es muy buena opción para asadores ya que se puede lucir  el corte y el marmoleado de la carne. La carne es suave y jugosa, al tener hueso se puede disfrutar del delicioso sabor que ofrece la carne que está cerca del hueso. Al ser calidad Choise puede estar seguro que el marmoleo le brindará un exquisito sabor. Esta pieza es de 500 gm aproximadamente.",,,none,tasa-cero,1,,,0,0,,,,,0,,,$875,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70010306.jpg, http://localhost/meatindeed/wp-content/uploads/70010306-2.jpg",,,,,,,,,,Peso aprox.,510 g,1,0,Calidad,PREMIUM,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,2,1,1
,,70017907,NEW YORK 10 OZ PREMIUM         ,1,0,visible,NEWYORK  calidad Premium.\nMarca: Rancho del Norte\nPeso Aproximado 283 g.\n3 piezas por pedido,"El New York de 283 gm aprox, marca Vigar, calidad Choise  es uno de los cortes más equilibrados en cuanto al marmoleo, jugosidad y sabor. Es una excelente opción para asar.",,,none,tasa-cero,1,,,0,0,,,,,0,,,"$1,038",Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70017907.jpg, http://localhost/meatindeed/wp-content/uploads/70017907-2.jpg",,,,,,,,,,Peso aprox.,283 g,1,0,Calidad,PREMIUM,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,3,1,1
,,70017912,NEW YORK 12 OZ EE PREMIUM,1,0,visible,NEWYORK  calidad Premium.\nMarca: Rancho del Norte\nPeso Aproximado 340 g.\n3 piezas por pedido,"El New York de 340 gm aprox, marca Vigar, calidad Choise  es uno de los cortes más equilibrados en cuanto al marmoleo, jugosidad y sabor. Es una excelente opción para asar.",,,none,tasa-cero,1,,,0,0,,,,,0,,,"$1,046",Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70017912.jpg, http://localhost/meatindeed/wp-content/uploads/70017912-2.jpg",,,,,,,,,,Peso aprox.,340 g,1,0,Calidad,PREMIUM,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,3,1,1
,,70017922,NEW YORK 14 OZ EE PREMIUM,1,0,visible,NEWYORK  calidad Premium.\nMarca: Rancho del Norte\nPeso Aproximado 397 g.\n2 piezas por pedido,"El New York de 400 gm aprox, marca Vigar, calidad Choise  es uno de los cortes más equilibrados en cuanto al marmoleo, jugosidad y sabor. Es una excelente opción para asar.",,,none,tasa-cero,1,,,0,0,,,,,0,,,$690,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70017922.jpg, http://localhost/meatindeed/wp-content/uploads/70017922-2.jpg",,,,,,,,,,Peso aprox.,397 g,1,0,Calidad,PREMIUM,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,2,1,1
,,70011255,RIBEYE LIPON 12 OZ PREMIUM ,1,0,visible,RIBEYE LIPON calidad Premium.\nMarca: Rancho del Norte\nPeso Aproximado 340 g.\n2 piezas por pedido,"El Ribeye Lip On de 340 gm aprox.marca Vigar, calidad Choise, es una de las piezas más buscadas por los conocedores ya que es extraÍda del músculo longisimus dorsi (ojo del rib eye) y tiene una combinación perfecta entre sabor, textura y jugosidad. No tiene hueso, es sólo la carne marmoleada de manera perfecta para que se puedan extraer los mejores sabores de cada pieza. Es una carne con la que asegura dar gusto a cualquier persona que disfrute de la carne de alta calidad.",,,none,tasa-cero,1,,,0,0,,,,,0,,,$410,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70011255.jpg, http://localhost/meatindeed/wp-content/uploads/70011255-2.jpg",,,,,,,,,,Peso aprox.,340 g,1,0,Calidad,PREMIUM,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,2,1,1
,,70011243,RIBEYE LIPON 300 GRS PREMIUM,1,0,visible,RIBEYE LIPON calidad Premium.\nMarca: Rancho del Norte\nPeso Aproximado 300 g.\n3 piezas por pedido,"OJO, SOLO HAY 40 GRAMOS DE DIFERENCIA CON EL ANTERIOR???? El Ribeye Lip On de 300 gm aprox.marca Vigar, calidad Choise, es una de las piezas más buscadas por los conocedores ya que es extraÍda del músculo longisimus dorsi (ojo del rib eye) y tiene una combinación perfecta entre sabor, textura y jugosidad. No tiene hueso, es sólo la carne marmoleada de manera perfecta para que se puedan extraer los mejores sabores de cada pieza. Es una carne con la que asegura dar gusto a cualquier persona que disfrute de la carne de alta calidad.",,,none,tasa-cero,1,,,0,0,,,,,0,,,"$1,220",Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70011243.jpg, http://localhost/meatindeed/wp-content/uploads/70011243-2.jpg",,,,,,,,,,Peso aprox.,0.300 g,1,0,Calidad,PREMIUM,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,3,1,1
,,70017333,T-BONE 12 OZ PREMIUM,1,0,visible,T-BONE calidad Premium.\nMarca: Rancho del Norte\nPeso Aproximado 340 g.\n3 piezas por pedido,"El T-Bone de 340 gm aproximadamente, es una pieza perfecta para asar en la parrilla ya que le gusta a la mayoría de las personas. Este corte es tan popular por su gran sabor y textura. Viene en paquete de 3 piezas.",,,none,tasa-cero,1,,,0,0,,,,,0,,,"$1,109",Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70017333.jpg, http://localhost/meatindeed/wp-content/uploads/70017333-2.jpg",,,,,,,,,,Peso aprox.,340 g,1,0,Calidad,PREMIUM,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,3,1,1
,,70018125,TOP SIRLOIN 8 OZ CC PREMIUM,1,0,visible,TOP SIRLOIN calidad Premium.\nMarca: Rancho del Norte\nPeso Aproximado 277 g.\n4 piezas por pedido,"El Top Sirloin de 227 gramos aproximadamentees un corte proveniente de la parte baja del lomo de la res. También llamado ""churrasco"" es un corte magro, jugoso y de gran sabor que es ideal para asar. El paquete cuenta con 4 piezas.",,,none,tasa-cero,1,,,0,0,,,,,0,,,"$1,246",Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70018125.jpg, http://localhost/meatindeed/wp-content/uploads/70018125-2.jpg",,,,,,,,,,Peso aprox., 227 g,1,0,Calidad,PREMIUM,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,4,1,1
,,70013516,CUBOS DE RES 120 GR S,1,0,visible,CUBOS DE RES\nMarca: Comnor\nPeso Aproximado 3 kg.\n1 pieza,"Los Cubos de Res vienen en paquete de 3 kilos aprox y son versátiles para preparar cualquier platillo, pueden usarse como la parte centralde cualquier guiso o como complemento, para brochetas o hasta para asar. Sabor delicioso para cualquier platillo.",,,none,tasa-cero,1,,,0,0,,,,,0,,,$801,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70013516.jpg, http://localhost/meatindeed/wp-content/uploads/70013516-2.jpg",,,,,,,,,,Peso aprox.,3 Kg,1,0,Calidad,,1,1,Marca, COMNOR ,1,1,Piezas,1,1,1
,,70011253,RIBEYE 12 OZ NACIONAL,1,0,visible,RIBEYE calidad Estandar nacional.\nMarca: Rancho del Norte\nPeso Aproximado 340 g.\n3 piezas por pedido,"El Ribeye de 340 gramos, marca Rancho Norte, es una de las piezas más buscadas por los conocedores ya que es extraÍda del músculo longisimus dorsi (ojo del rib eye) y tiene una combinación perfecta entre sabor, textura y jugosidad. No tiene hueso, es sólo la carne marmoleada de manera perfecta para que se puedan extraer los mejores sabores de cada pieza. Es una carne con la que asegura dar gusto a cualquier persona.Esta marca ofrece una muy buena calidad en relaci—n al precio. En el paquete vienen 3 piezas.",,,none,tasa-cero,1,,,0,0,,,,,0,,,"$1,186",Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70011253.jpg, http://localhost/meatindeed/wp-content/uploads/70011253-2.jpg, http://localhost/meatindeed/wp-content/uploads/70011253-3.jpg",,,,,,,,,,Peso aprox.,340 g,1,0,Calidad,,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,3,1,1
,,70012303,CHUCK SHORT RIB NACIONAL,1,0,visible,CHUCK SHORT RIB calidad Estandar nacional.\nMarca: Rancho del Norte\nPeso Aproximado 3.13 Kg.\n1 pieza,"El Short Rib , marca Rancho Norte, es ideal para parrillar, estofar o asar, dependiendo el platillo y textura que se desee obtener. Los huesos de estas costillas son pràcticamente planos y estàn cubiertos con 1-2"" de carne en la parte superior. Este tipo de costillas son una gran elecciÑn cuando se desea un sabor exquisito. La pieza tiene un peso aproximado de 3.130 Kg. Esta marca ofrece una muy buena calidad en relaci—n al precio.",,,none,tasa-cero,1,,,0,0,,,,,0,,,$293,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70012303.jpg, http://localhost/meatindeed/wp-content/uploads/70012303-2.jpg",,,,,,,,,,Peso aprox.,3.13 Kg,1,0,Calidad,,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,1,1,1
,,70018139,TOP SIRLOIN 12 OZ EE NACIONAL,1,0,visible,TOP SIRLOIN calidad Estandar nacional.\nMarca: Rancho del Norte\nPeso Aproximado 340 g.\n2 piezas por pedido,"El Top Sirloin de 340 gramos aproximadamentees y marca Rancho Norte, es un corte proveniente de la parte baja del lomo de la res. También llamado ""churrasco"" es un corte magro, jugoso y de gran sabor que es ideal para asar. El paquete cuenta con 2 piezas. Esta marca ofrece una muy buena calidad en relaci—n al precio.",,,none,tasa-cero,1,,,0,0,,,,,0,,,$267,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70018139.jpg, http://localhost/meatindeed/wp-content/uploads/70018139-2.jpg",,,,,,,,,,Peso aprox.,340 g,1,0,Calidad,,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,2,1,1
,,70012204,ARRACHERA MARINADA 8 OZ CAB,1,0,visible,ARRACHERA MARINADA calidad High Choice.\nMarca: Certified Angus Beef\nPeso Aproximado 230 g.\n4 piezas por pedido,"La Arrachera Marinada marca  Certified Angus Beef, calidad High Choice, consiste en piezas individuales obtenidas  del músculo interno transversus abdominis (Inside skirt) por lo que es una corte fino muy suave y de gran sabor. Cada paquete pesa 230 gm aprox.",,,none,tasa-cero,1,,,0,0,,,,,0,,,$667,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70012204.jpg, http://localhost/meatindeed/wp-content/uploads/70012204-2.jpg",,,,,,,,,,Peso aprox.,230 g,1,0,Calidad,,1,1,Marca, CERTIFIED ANGUS BEEF ,1,1,Piezas,4,1,1
,,70012211,ARRACHERA MARINADA 12 OZ CAB,1,0,visible,ARRACHERA MARINADA calidad High Choice.\nMarca: Certified Angus Beef\nPeso Aproximado 240 g.\n3 piezas por pedido,"La Arrachera Marinada marca  Certified Angus Beef, calidad High Choice, consiste en piezas individuales obtenidas  del músculo interno transversus abdominis (Inside skirt) por lo que es una corte fino muy suave y de gran sabor. Cada paquete pesa 340 gm aprox.",,,none,tasa-cero,1,,,0,0,,,,,0,,,$664,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70012211.jpg, http://localhost/meatindeed/wp-content/uploads/70012211-2.jpg",,,,,,,,,,Peso aprox.,340 g,1,0,Calidad,,1,1,Marca, CERTIFIED ANGUS BEEF ,1,1,Piezas,3,1,1
,,70012227,ARRACHERA MARINADA CAB ,1,0,visible,ARRACHERA MARINADA calidad High Choice.\nMarca: Certified Angus Beef\nPeso Aproximado 1.5 k g.\n1 pieza,"La Arrachera Marinada marca  Certified Angus Beef, calidad High Choice, consiste en piezas individuales obtenidas  del músculo interno transversus abdominis (Inside skirt) por lo que es una corte fino muy suave y de gran sabor. Cada paquete pesa 1.5 kg aprox.",,,none,tasa-cero,1,,,0,0,,,,,0,,,$816,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70012227.jpg, http://localhost/meatindeed/wp-content/uploads/70012227-2.jpg",,,,,,,,,,Peso aprox.,1.5 Kg,1,0,Calidad,,1,1,Marca, CERTIFIED ANGUS BEEF ,1,1,Piezas,1,1,1
,,70012223,ARRACHERA MARINADA CAB MEX  1.8 KG (Sabor más intenso),1,0,visible,ARRACHERA MARINADA calidad High Choice.\nMarca: Certified Angus Beef\nPeso Aproximado 1.5 k g.\n1 pieza,"La Arrachera Marinada marca  Certified Angus Beef, calidad High Choice, consiste en piezas individuales obtenidas  del músculo interno transversus abdominis (Inside skirt) por lo que es una corte fino muy suave y de gran sabor. Cada paquete pesa 1.5 kg aprox.",,,none,tasa-cero,1,,,0,0,,,,,0,,,$797,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70012223.jpg, http://localhost/meatindeed/wp-content/uploads/70012223-2.jpg",,,,,,,,,,Peso aprox.,1.5 Kg,1,0,Calidad,,1,1,Marca, CERTIFIED ANGUS BEEF ,1,1,Piezas,1,1,1
,,70012225,ARRACHERA NATURAL LIGHT CAB    1.8 KG,1,0,visible,ARRACHERA MARINADA calidad High Choice.\nMarca: Certified Angus Beef\nPeso Aproximado 3k g.\n1 pieza,"La Arrachera Marinada marca  Certified Angus Beef, calidad High Choice, consiste en piezas individuales obtenidas  del músculo interno transversus abdominis (Inside skirt) por lo que es una corte fino muy suave y de gran sabor. Cada paquete pesa 3 kg aprox.",,,none,tasa-cero,1,,,0,0,,,,,0,,,$556,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70012225.jpg, http://localhost/meatindeed/wp-content/uploads/70012225-2.jpg",,,,,,,,,,Peso aprox.,3 Kg,1,0,Calidad,,1,1,Marca, CERTIFIED ANGUS BEEF ,1,1,Piezas,1,1,1
,,70012228,ARRACHERA MARINADA PERFECT CHOICE ,1,0,visible,ARRACHERA MARINADA calidad Choice.\nMarca: Comnor\nPeso Aproximado 4.5 k g.\n1 pieza,"La Arrachera Marinada marca  ComNor Choice, calidad Choice, consiste en piezas individuales obtenidas  del músculo interno transversus abdominis (Inside skirt) por lo que es una corte fino muy suave y de gran sabor. Cada paquete pesa 1.5 kg aprox.",,,none,tasa-cero,1,,,0,0,,,,,0,,,$433,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70012228.jpg, http://localhost/meatindeed/wp-content/uploads/70012228-2.jpg",,,,,,,,,,Peso aprox.,4.5 Kg,1,0,Calidad,,1,1,Marca, COMNOR ,1,1,Piezas,1,1,1
,,70012221,ARRACHERA MARINADA CONTRY ,1,0,visible,ARRACHERA MARINADA calidad Selecta.\nMarca: Comnor\nPeso Aproximado 3 k g.\n1 pieza,La Arrachera Marinada consiste en piezas individuales obtenidas  del músculo interno transversus abdominis (Inside skirt) por lo que es una corte fino muy suave y de gran sabor. ,,,none,tasa-cero,1,,,0,0,,,,,0,,,$480,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70012221.jpg, http://localhost/meatindeed/wp-content/uploads/70012221-2.jpg",,,,,,,,,,Peso aprox.,3 Kg,1,0,Calidad,,1,1,Marca, COMNOR ,1,1,Piezas,1,1,1
,,70012249,ARRACHERA CHEFS VIGAR,1,0,visible,ARRACHERA calidad Selecta Nacional.\nMarca: Vigar\nPeso Aproximado 1 k g.\n1 pieza,"La Arrachera Marinada marca Vigar, consiste en piezas individuales obtenidas  del músculo interno transversus abdominis (Inside skirt) por lo que es una corte fino muy suave y de gran sabor. Cada paquete pesa 1 kg aprox.",,,none,tasa-cero,1,,,0,0,,,,,0,,,$379,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70012249.jpg, http://localhost/meatindeed/wp-content/uploads/70012249-2.jpg",,,,,,,,,,Peso aprox.,1Kg,1,0,Calidad,,1,1,Marca,VIGAR,1,1,Piezas,1,1,1
,,70012226,ARRACHERA MARINADA REGIA ,1,0,visible,ARRACHERA MARINADA calidad Estandar Nacional.\nMarca: Rancho del Norte\nPeso Aproximado 3 k g.\n1 pieza,"La Arrachera Marinada marca Rancho Norte, consiste en piezas individuales obtenidas  del músculo interno transversus abdominis (Inside skirt) por lo que es una corte fino muy suave y de gran sabor. Cada paquete pesa 3 kg aprox.",,,none,tasa-cero,1,,,0,0,,,,,0,,,$219,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70012226.jpg, http://localhost/meatindeed/wp-content/uploads/70012226-2.jpg",,,,,,,,,,Peso aprox.,3 Kg,1,0,Calidad,,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,1,1,1
,,70012266,ARRACHERA CHEFS,1,0,visible,ARRACHERA calidad Selecta Nacional.\nMarca: Vigar\nPeso Aproximado 600 g.\n1 pieza,"La Arrachera Marinada marca Vigar, consiste en piezas individuales obtenidas  del músculo interno transversus abdominis (Inside skirt) por lo que es una corte fino muy suave y de gran sabor. Cada paquete pesa 600 gm aprox.",,,none,tasa-cero,1,,,0,0,,,,,0,,,$378,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70012266.jpg, http://localhost/meatindeed/wp-content/uploads/70012266-2.jpg",,,,,,,,,,Peso aprox.,600 g,1,0,Calidad,,1,1,Marca, VIGAR ,1,1,Piezas,1,1,1
,,70013606,HAMBURGUESA 4 OZ GRILL ,1,0,visible,HAMBURGUESA calidad Estandar Nacional.\nMarca: Rancho del Norte\nPeso Aproximado 113 g.\n20 piezas por pedido,40 piezas de hamburguesa marca Rancho Norte. Cada una pesa 113 gm y el paquete completo pesa4.5 Kg. Excelente sabor y se puede descongelar por partes para mantener la textura.,,,none,tasa-cero,1,,,0,0,,,,,0,,,$213,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70013606.jpg, http://localhost/meatindeed/wp-content/uploads/70013606-2.jpg",,,,,,,,,,Peso aprox.,113 g,1,0,Calidad,,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,20,1,1
,,70013604,HAMBURGUESA 4 OZ ESPECIAL,1,0,visible,HAMBURGUESA calidad Estandar Nacional.\nMarca: Rancho del Norte\nPeso Aproximado 113 g.\n20 piezas por pedido,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$266,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70013604.jpg, http://localhost/meatindeed/wp-content/uploads/70013604-2.jpg",,,,,,,,,,Peso aprox.,113 g,1,0,Calidad,,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,20,1,1
,,70013602,HAMBURGUESA 4 OZ CAB,1,0,visible,HAMBURGUESA calidad High Choice.\nMarca: Certified Angus Beef\nPeso Aproximado 113 g.\n20 piezas por pedido,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$439,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70013602.jpg, http://localhost/meatindeed/wp-content/uploads/70013602-2.jpg",,,,,,,,,,Peso aprox.,113 g,1,0,Calidad,,1,1,Marca, CERTIFIED ANGUS BEEF ,1,1,Piezas,20,1,1
,,70013617,HAMBURGUESA 6 OZ ESPECIAL,1,0,visible,HAMBURGUESA calidad High Choice.\nMarca: Certified Angus Beef\nPeso Aproximado 170 g.\n14 piezas por pedido,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$260,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70013617.jpg, http://localhost/meatindeed/wp-content/uploads/70013617-2.jpg",,,,,,,,,,Peso aprox.,170 g,1,0,Calidad,,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,14,1,1
,,70013616,HAMBURGUESA 6 OZ CAB,1,0,visible,HAMBURGUESA calidad High Choice.\nMarca: Certified Angus Beef\nPeso Aproximado 170 g.\n14 piezas por pedido,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$448,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70013616.jpg, http://localhost/meatindeed/wp-content/uploads/70013616-2.jpg",,,,,,,,,,Peso aprox.,170 g,1,0,Calidad,,1,1,Marca, CERTIFIED ANGUS BEEF ,1,1,Piezas,14,1,1
,,70013619,HAMBURGUESA 7.25 OZ CAB  ,1,0,visible,HAMBURGUESA calidad High Choice.\nMarca: Certified Angus Beef\nPeso Aproximado 205 g.\n12 piezas por pedido,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$445,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70013619.jpg, http://localhost/meatindeed/wp-content/uploads/70013619-3.jpg, http://localhost/meatindeed/wp-content/uploads/70013619-3.jpg",,,,,,,,,,Peso aprox.,205 g,1,0,Calidad,,1,1,Marca, CERTIFIED ANGUS BEEF ,1,1,Piezas,12,1,1
,,70013624,HAMBURGUESA 8 OZ CAB ,1,0,visible,HAMBURGUESA calidad High Choice.\nMarca: Certified Angus Beef\nPeso Aproximado 227 g.\n10 piezas por pedido,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$451,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70013624.jpg, http://localhost/meatindeed/wp-content/uploads/70013624-2.jpg, http://localhost/meatindeed/wp-content/uploads/70013624-3.jpg",,,,,,,,,,Peso aprox.,227 g,1,0,Calidad,,1,1,Marca, CERTIFIED ANGUS BEEF ,1,1,Piezas,10,1,1
,,70013627,HAMBURGUESA 8 OZ WAGYU AMER SR  ,1,0,visible,HAMBURGUESA calidad Wagyu Americana.\nMarca: Snake River Farms\nPeso Aproximado 227 g.\n10 piezas por pedido,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$809,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70013627.jpg, http://localhost/meatindeed/wp-content/uploads/70013627-2.jpg, http://localhost/meatindeed/wp-content/uploads/70013627-3.jpg",,,,,,,,,,Peso aprox.,227 g,1,0,Calidad,,1,1,Marca, SNAKE RIVER FARMS ,1,1,Piezas,10,1,1
,,70013636,CARNE MOLIDA 80/20   CAB ,1,0,visible,CARNE MOLIDA calidad High Choice.\nMarca: Certified Angus Beef\nPeso Aproximado 4.5 g.\n1 pieza,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$196,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70013636.jpg, http://localhost/meatindeed/wp-content/uploads/70013636-2.jpg",,,,,,,,,,Peso aprox.,4.5 Kg,1,0,Calidad,,1,1,Marca, CERTIFIED ANGUS BEEF ,1,1,Piezas,1,1,1
,,70013649,CARNE MOLIDA 81/19 IMP CAB,1,0,visible,CARNE MOLIDA calidad High Choice.\nMarca: Certified Angus Beef\nPeso Aproximado 4.5 g.\n1 pieza,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$182,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70013649.jpg, http://localhost/meatindeed/wp-content/uploads/70013649-2.jpg, http://localhost/meatindeed/wp-content/uploads/70013649-3.jpg",,,,,,,,,,Peso aprox.,4.5 Kg,1,0,Calidad,,1,1,Marca, CERTIFIED ANGUS BEEF ,1,1,Piezas,1,1,1
,,70013642,CARNE MOLIDA 80/20 CHOICE,1,0,visible,CARNE MOLIDA calidad Choice.\nMarca: Comnor\nPeso Aproximado 4.5 g.\n1 pieza,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$174,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70013642.jpg, http://localhost/meatindeed/wp-content/uploads/70013642-2.jpg",,,,,,,,,,Peso aprox.,4.5 Kg,1,0,Calidad,,1,1,Marca, COMNOR ,1,1,Piezas,1,1,1
,,70013647,CARNE MOLIDA 80/20 ESPECIAL,1,0,visible,CARNE MOLIDA calidad Estandar Nacional.\nMarca: Rancho del Norte\nPeso Aproximado 4.5 g.\n1 pieza,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$137,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70013647.jpg, http://localhost/meatindeed/wp-content/uploads/70013647-2.jpg, http://localhost/meatindeed/wp-content/uploads/70013647-3.jpg",,,,,,,,,,Peso aprox.,4.5 Kg,1,0,Calidad,,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,1,1,1
,,70013643,CARNE MOL  RES 80/20  ESPECIAL,1,0,visible,CARNE MOLIDA calidad Estandar Nacional.\nMarca: Rancho del Norte\nPeso Aproximado 4.5 g.\n1 pieza,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$115,Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70013643.jpg, http://localhost/meatindeed/wp-content/uploads/70013643-2.jpg, http://localhost/meatindeed/wp-content/uploads/70013643-3.jpg",,,,,,,,,,Peso aprox.,4.5 Kg,1,0,Calidad,,1,1,Marca, RANCHO DEL NORTE ,1,1,Piezas,1,1,1
,,70030001,LAMB RACK FRANCES,1,0,visible,LAMB RACK calidad Nueva Zelanda.\nMarca: Agneau\nPeso Aproximado 1 kg.\n1 pieza,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$881,Carne de Cordero,,,"http://localhost/meatindeed/wp-content/uploads/70030001.jpg, http://localhost/meatindeed/wp-content/uploads/70030001-2.jpg, http://localhost/meatindeed/wp-content/uploads/70030001-3.jpg",,,,,,,,,,Peso aprox.,1 Kg,1,0,Calidad,,1,1,Marca, AGNEAU ,1,1,Piezas,1,1,1
,,70030000,LAMB RACK,1,0,visible,LAMB RACK  Marca: Taylor Preston\nPeso Aproximado 1.3 kg.\n1 pieza,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$522,Carne de Cordero,,,"http://localhost/meatindeed/wp-content/uploads/70030000.jpg, http://localhost/meatindeed/wp-content/uploads/70030000-2.jpg",,,,,,,,,,Peso aprox.,1.3 Kg,1,0,Calidad,,1,1,Marca, TAYLOR PRESTON ,1,1,Piezas,1,1,1
